ID,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,Grade Point 
611264,711,725,707,709,717,705,715,704,702,722,712,742,716,706,710,713,708,731,726,165
611265,710,716,713,722,709,717,704,731,715,708,705,726,711,707,702,725,742,712,706,133.5
611266,712,725,702,717,722,707,711,726,704,706,705,708,710,713,715,731,709,716,742,168
611267,715,712,717,707,713,705,716,722,725,702,711,731,704,742,709,706,708,710,726,112.5
611268,725,722,707,709,731,713,712,742,702,717,704,726,711,715,716,708,705,706,710,133.5
611269,710,717,726,713,704,711,712,707,706,709,725,705,716,742,731,708,715,722,702,121
611270,708,705,704,717,742,731,726,709,715,702,710,712,711,722,716,713,707,725,706,103
611271,712,717,704,707,706,713,711,722,725,709,708,710,726,731,742,716,715,705,702,162.5
611272,742,731,717,704,712,722,725,702,705,710,716,709,713,726,715,708,707,711,706,135.5
611273,705,731,704,742,717,715,708,722,725,726,702,716,710,709,706,713,707,712,711,103
611274,709,725,707,712,704,705,731,711,702,706,722,742,726,708,713,710,717,715,716,161
611275,705,704,717,725,702,731,742,716,709,711,722,707,710,706,726,715,712,713,708,135.5
611276,707,711,722,704,712,717,716,709,742,713,710,708,705,702,715,725,726,731,706,145
611277,725,742,707,711,709,704,731,705,702,712,713,716,717,722,708,710,715,726,706,156.5
611278,725,706,707,742,712,704,702,717,722,726,731,715,708,705,710,709,713,716,711,179
611279,725,707,711,717,704,712,709,722,705,742,715,731,713,702,716,706,708,710,726,164
611280,711,707,722,709,716,717,702,725,704,712,715,726,705,742,713,710,708,731,706,116
611281,711,707,712,725,722,716,705,709,704,742,731,717,715,702,726,713,710,708,706,171
611282,725,707,711,702,722,712,715,704,705,706,716,717,726,713,709,708,710,731,742,126.5
611283,725,710,717,713,705,707,722,706,708,742,702,712,711,726,709,716,715,731,704,102
611284,705,704,725,702,706,707,708,709,710,711,712,713,715,716,717,722,726,731,742,130.5
611285,722,717,731,715,704,702,713,742,709,712,707,711,725,705,716,710,726,708,706,73.5
611286,707,706,708,713,722,717,712,731,742,726,705,725,702,704,710,709,716,711,715,85.5
611287,706,742,715,713,717,711,705,704,702,708,707,716,712,709,710,731,722,725,726,115.5
611288,709,704,731,705,715,706,726,725,707,711,712,717,722,702,713,716,742,708,710,119.5
611289,712,725,711,704,707,709,713,722,715,717,710,716,708,706,702,726,705,731,742,170.5
611290,725,709,716,731,702,705,717,704,715,706,708,742,707,710,712,711,713,722,726,115.5
611291,717,702,715,704,709,716,705,742,707,722,725,711,712,713,726,708,710,731,706,79.5
611292,712,731,742,704,715,702,709,717,705,710,707,716,711,722,706,725,713,708,726,82
611293,705,731,716,715,713,726,708,706,710,702,704,709,722,717,742,707,711,712,725,74.5
611294,705,717,726,713,702,707,709,711,712,715,716,722,725,704,742,708,706,710,731,70
611295,712,717,704,705,709,706,725,711,708,722,707,713,716,731,715,710,742,702,726,108.5
611296,742,711,706,712,725,722,731,710,707,702,704,705,708,715,726,709,716,717,713,178.5
611297,711,705,712,715,713,725,702,722,717,704,726,709,707,731,716,710,708,742,706,156
611298,707,712,742,725,717,709,722,702,711,713,731,704,715,708,726,716,705,710,706,118.5
611299,707,722,717,711,712,742,709,725,704,702,705,708,726,716,710,715,731,713,706,144.5
611300,712,717,715,704,702,709,742,731,707,722,725,726,713,711,708,710,716,706,705,84
611301,707,711,725,712,709,704,717,731,722,713,715,702,705,726,716,708,710,742,706,155
611302,712,711,707,704,706,709,716,717,708,705,702,715,726,742,725,710,713,722,731,132
611303,742,704,705,706,731,702,716,726,725,717,707,713,712,711,710,709,708,715,722,105.5
611304,711,709,706,715,725,742,702,704,707,712,716,722,713,726,731,717,710,708,705,143
611305,725,709,742,702,706,705,707,711,712,715,717,710,704,722,716,731,713,726,708,137.5
611306,711,709,716,717,706,712,707,725,731,704,702,710,742,708,705,713,722,726,715,117.5
611307,726,715,713,708,716,731,705,709,712,707,722,725,711,704,717,742,702,706,710,73.5
611308,709,712,725,704,717,711,705,742,731,722,707,702,713,716,706,708,715,726,710,136.5
611309,707,712,711,722,725,706,742,717,705,702,704,710,716,708,713,731,709,726,715,123
611310,704,702,717,725,722,707,711,712,709,713,716,705,708,715,726,710,742,731,706,102
611311,702,717,716,713,731,705,704,709,742,712,722,707,725,711,715,726,708,710,706,91.5
611312,725,742,731,717,711,707,709,704,712,702,705,715,722,713,716,726,710,708,706,127
611313,725,707,711,722,716,704,705,713,712,717,702,706,708,710,715,726,731,742,709,98
611314,725,722,704,742,717,731,707,702,705,712,715,713,711,709,716,726,710,706,708,74.5
611315,707,722,717,704,709,702,713,715,705,726,725,712,711,716,742,731,706,710,708,96.5
611316,717,725,704,726,705,715,708,709,710,731,707,702,713,742,722,711,712,716,706,101
611317,704,742,702,715,722,725,707,712,705,706,731,711,710,709,726,717,708,713,716,107
611318,717,713,715,710,708,742,707,702,704,726,716,709,731,705,712,711,725,722,706,75
611319,725,722,707,712,704,706,742,710,708,709,715,711,731,705,702,717,716,726,713,127
611320,705,708,702,704,715,716,731,726,707,712,711,709,713,742,722,725,717,710,706,43
611321,709,731,717,704,713,702,712,722,725,715,742,705,707,716,710,726,711,706,708,110
611322,707,704,711,717,725,722,705,702,712,709,731,742,716,713,715,708,710,726,706,164.5
611323,704,712,717,742,709,711,705,722,702,716,707,731,706,708,710,725,713,726,715,103
611324,711,712,707,704,705,717,709,725,722,702,716,726,713,708,742,710,706,715,731,121.5
611325,712,731,704,711,717,707,722,725,706,713,709,742,716,708,710,715,726,702,705,87
611326,717,709,705,712,704,706,702,711,725,722,707,713,726,731,742,715,716,708,710,36.5
611327,725,707,704,709,702,742,731,705,716,717,712,711,722,715,726,706,708,713,710,99
611328,704,742,717,713,705,716,706,725,722,711,709,712,731,702,715,707,726,708,710,73.5
611329,704,709,702,713,715,731,742,708,716,711,726,705,717,707,712,722,725,710,706,127.5
611330,711,725,722,707,717,716,709,705,726,702,731,704,742,715,713,712,708,706,710,162.5
611331,704,711,742,731,712,707,708,706,702,705,709,715,716,717,722,710,725,726,713,122
611332,704,717,702,708,705,713,726,725,722,709,712,715,707,731,742,711,716,710,706,76.5
611333,707,717,722,704,725,711,709,712,702,742,705,731,716,713,726,715,710,708,706,151
611334,712,704,722,709,731,707,711,725,717,713,742,715,726,708,710,716,705,702,706,102.5
611335,711,712,707,725,722,702,717,705,706,716,709,742,731,715,704,726,713,708,710,118
611336,711,707,722,715,712,725,704,705,731,717,716,713,742,709,702,726,710,708,706,77
611337,711,722,707,717,713,709,725,712,726,715,704,716,742,731,706,702,708,710,705,108.5
611338,717,702,709,731,713,712,722,725,707,704,711,716,726,742,715,706,705,710,708,82
611339,717,707,706,702,709,725,704,722,705,711,712,716,713,742,731,715,710,708,726,158.5
611340,711,712,707,722,709,716,742,725,717,702,704,705,731,708,710,713,715,726,706,170
611341,706,742,711,725,726,702,705,707,731,717,722,708,713,712,715,704,709,716,710,133
611342,712,725,711,707,722,717,713,716,708,715,726,710,709,702,704,705,742,731,706,143.5
611343,742,731,717,704,705,711,709,716,708,715,726,702,712,713,722,725,707,710,706,114.5
611344,722,707,702,704,717,712,713,716,711,731,726,742,715,708,706,710,709,705,725,118
611345,707,704,722,717,715,711,712,731,725,742,709,705,726,716,702,713,708,710,706,80
611346,731,742,711,725,722,717,712,713,707,704,715,706,708,709,705,710,716,726,702,100
611347,712,704,709,705,717,722,711,707,725,713,702,742,731,716,715,726,708,710,706,131.5
611348,711,717,705,709,716,702,707,704,712,722,725,726,715,731,742,713,708,710,706,121
611349,717,707,712,725,713,704,709,726,711,722,716,705,731,742,708,715,702,710,706,71.5
611350,711,707,704,722,712,742,731,713,705,709,717,715,716,706,708,726,710,725,702,110.5
611351,742,711,722,707,725,704,717,706,709,712,716,713,710,731,705,708,702,715,726,115.5
611352,707,722,717,702,725,704,709,712,705,715,726,731,716,711,710,708,713,742,706,84.5
611353,707,722,742,705,706,702,704,708,709,710,711,712,713,715,716,717,725,726,731,88.5
611354,704,717,705,707,722,702,742,712,731,725,715,708,710,713,726,716,709,711,706,74
611355,722,707,712,711,702,725,717,713,709,726,742,731,716,704,715,706,705,708,710,100.5
611356,712,717,707,711,704,716,725,702,713,722,742,708,709,710,715,726,731,705,706,132.5
611357,707,705,725,722,702,716,712,704,711,742,717,709,715,726,710,713,731,708,706,77
611358,705,702,742,725,716,704,709,731,717,712,707,713,710,708,711,722,715,726,706,106
611359,705,709,716,711,702,722,707,712,725,717,704,713,742,715,731,708,710,726,706,94.5
611360,711,717,704,712,709,715,731,726,725,722,707,710,702,713,716,742,708,705,706,76
611361,717,742,707,713,731,722,726,712,710,725,708,704,705,702,715,709,716,711,706,102.5
611362,707,712,709,717,704,702,742,726,705,711,725,722,713,715,716,731,710,708,706,102.5
611363,725,722,706,707,702,704,742,712,705,731,717,715,708,710,713,726,716,709,711,161
611364,711,707,722,705,716,708,717,742,731,715,713,709,702,726,704,712,725,706,710,81
611365,704,705,742,702,713,709,717,715,712,707,711,722,706,710,725,726,716,708,731,108
611366,707,711,717,722,702,704,709,706,708,705,710,713,715,716,725,726,731,742,712,151
611367,726,704,702,731,722,725,713,707,742,712,717,705,716,711,715,708,710,709,706,72
611368,717,704,722,726,715,731,702,707,709,711,712,725,716,705,710,708,713,706,742,102
611369,712,711,707,704,722,709,717,702,726,705,713,715,716,731,710,708,706,742,725,137
611370,705,709,726,702,710,712,711,716,717,725,722,708,731,742,715,706,704,713,707,78
611371,707,711,712,704,725,705,709,702,715,717,722,716,713,710,708,726,731,706,742,170.5
611372,707,702,716,711,712,725,704,705,709,717,713,722,715,726,708,710,742,731,706,45.5
611373,715,704,708,726,710,712,731,722,742,707,711,717,713,716,709,725,702,705,706,92
611374,717,704,705,702,713,716,715,726,708,710,731,742,725,707,722,709,712,711,706,41.5
611375,704,722,706,712,731,725,708,715,710,713,707,742,726,717,709,711,716,702,705,100.5
611376,711,717,712,715,713,726,702,705,707,709,704,722,725,716,710,708,706,731,742,93
611377,711,712,725,707,722,742,717,704,709,716,702,731,706,708,726,705,715,713,710,91.5
611378,712,717,725,707,704,742,702,726,731,705,706,709,708,710,711,715,713,722,716,112.5
611379,712,722,704,717,742,715,707,711,725,709,702,705,716,731,708,713,726,710,706,100.5
611380,717,702,704,707,709,715,725,712,711,731,742,726,722,716,705,706,713,708,710,69.5
611381,722,713,717,704,708,707,731,742,702,705,706,709,711,712,725,726,715,710,716,64.5
611382,704,717,715,731,705,713,706,742,709,708,711,712,726,707,702,716,725,722,710,84
611383,712,711,717,709,742,722,704,702,710,706,705,713,715,716,726,731,725,708,707,180
611384,707,722,713,702,725,717,712,711,716,705,704,709,731,742,715,708,710,726,706,82
611385,712,711,707,731,726,704,717,722,715,742,709,725,706,705,708,713,710,716,702,119
611386,707,722,704,709,726,731,705,711,716,725,702,717,713,715,710,742,712,708,706,103.5
611387,709,704,705,715,742,717,702,712,716,713,710,707,708,731,722,726,725,711,706,120.5
611388,707,704,705,722,710,708,702,711,716,709,717,726,715,731,742,706,725,712,713,44
611389,702,726,715,705,710,704,742,707,717,711,713,708,731,706,716,709,712,722,725,82
611390,709,702,717,707,704,722,716,725,705,742,731,712,711,726,715,713,708,710,706,41.5
611391,712,707,711,722,725,731,742,702,704,717,715,713,705,726,709,706,710,708,716,162
611392,725,722,707,704,709,702,742,717,731,716,712,711,705,708,713,715,706,726,710,121
611393,717,704,709,702,707,716,722,711,712,705,715,713,742,725,710,708,726,731,706,133.5
611394,711,705,704,712,707,706,717,725,722,702,742,708,715,716,726,731,713,709,710,114
611395,712,707,711,725,717,704,722,709,705,742,713,715,731,716,706,702,708,726,710,114
611396,712,731,726,704,702,705,707,708,709,710,711,706,713,715,717,742,716,722,725,105
611397,725,707,722,709,705,712,711,731,742,704,717,713,702,716,726,708,715,710,706,103
611398,725,711,707,712,722,717,702,704,709,716,705,710,726,742,715,713,731,708,706,158.5
611399,704,742,706,705,702,711,712,707,722,709,713,731,710,716,715,726,708,717,725,46.5
611400,712,725,704,717,702,711,707,722,709,716,731,726,713,715,708,705,742,710,706,150.5
611401,712,704,717,722,715,713,709,705,726,731,725,707,711,742,716,710,708,706,702,94.5
611402,731,715,726,713,708,712,742,704,717,707,722,725,711,709,716,702,705,710,706,95.5
611403,712,704,709,702,717,705,742,707,713,706,731,710,716,715,708,726,711,722,725,77.5
611404,707,704,711,712,725,709,717,713,705,702,722,731,742,726,716,710,708,706,715,102.5
611405,717,702,707,704,731,705,722,709,725,715,742,712,711,726,716,706,708,710,713,137.5
611406,712,711,725,704,731,742,705,707,722,717,702,710,709,708,716,713,726,715,706,116.5
611407,712,725,711,707,717,713,704,742,731,715,722,709,702,705,726,710,708,716,706,144
611408,705,715,704,742,731,722,713,725,706,717,707,708,709,710,711,712,716,726,702,112.5
611409,709,711,725,704,706,726,722,702,707,705,710,708,712,713,715,731,742,717,716,176
611410,711,717,702,712,742,715,704,707,708,709,710,713,716,722,725,731,726,705,706,160
611411,712,731,717,725,711,707,742,704,722,709,715,705,716,702,708,713,726,710,706,122.5
611412,705,725,711,704,712,716,702,707,706,742,731,709,722,708,717,713,710,715,726,156
611413,705,712,709,711,702,725,704,742,731,706,722,716,708,726,710,715,713,707,717,102
611414,707,705,702,722,709,704,725,726,717,716,711,712,710,731,742,715,708,713,706,97.5
611415,725,704,709,712,707,742,715,731,705,716,717,722,726,702,711,713,710,708,706,89.5
611416,712,702,731,715,707,722,711,725,704,705,713,709,726,742,717,716,710,708,706,85
611417,707,711,725,722,702,717,712,705,716,742,709,715,726,704,710,731,713,706,708,76.5
611418,722,707,713,731,742,725,712,711,702,726,704,717,716,715,709,708,710,705,706,88
611419,712,704,711,707,722,731,717,716,705,742,702,713,709,725,726,715,708,710,706,97.5
611420,702,726,705,716,709,713,704,717,712,707,722,710,708,711,725,742,731,715,706,89.5
611421,742,731,715,705,716,704,707,711,712,713,717,722,725,726,709,702,710,708,706,133
611422,704,731,709,717,702,716,713,726,715,708,707,710,711,712,722,725,742,705,706,108
611423,731,704,713,710,709,742,708,717,726,702,722,725,711,712,707,716,715,705,706,86
611424,725,717,704,709,742,712,707,722,713,711,702,715,705,710,708,726,731,716,706,114
611425,711,704,705,702,725,716,742,709,726,707,713,708,710,712,715,722,717,731,706,165
611426,742,731,725,722,704,702,717,713,709,707,716,715,712,711,726,710,708,705,706,107
611427,717,704,731,709,713,702,726,715,742,706,705,708,710,716,722,707,711,712,725,124
611428,711,725,707,712,702,704,742,722,716,717,713,715,731,709,726,708,710,705,706,157
611429,704,715,717,710,731,726,702,716,707,742,711,712,722,709,708,713,705,725,706,74.5
611430,711,707,717,704,709,722,715,712,716,725,710,708,713,742,731,702,705,706,726,111.5
611431,712,707,702,709,717,722,704,713,705,711,715,731,726,725,716,708,742,710,706,89.5
611432,742,731,715,706,711,704,702,713,712,726,710,707,722,725,716,717,705,708,709,97
611433,711,712,707,725,717,722,702,705,716,742,706,715,704,709,731,726,713,708,710,135
611434,725,711,707,712,722,717,704,715,713,742,731,709,702,710,716,726,705,708,706,86
611435,725,704,709,705,713,717,707,731,722,712,711,742,726,710,708,715,716,702,706,45.5
611436,717,705,702,716,707,704,709,715,722,725,711,712,726,731,708,710,713,742,706,109.5
611437,702,704,725,715,713,708,705,706,707,709,711,710,712,716,717,742,731,726,722,83.5
611438,725,722,707,711,702,717,704,709,712,742,726,731,716,715,705,713,710,708,706,192
611439,711,707,722,725,712,704,731,702,715,717,705,726,742,713,708,706,716,709,710,74.5
611440,713,731,708,710,726,717,702,705,716,715,709,704,742,725,707,722,711,712,706,41.5
611441,712,707,704,722,717,711,716,709,725,705,702,713,708,731,710,726,742,715,706,121.5
611442,715,717,704,709,731,742,706,702,725,707,711,722,705,712,726,716,713,708,710,94.5
611443,717,704,725,722,709,712,711,705,707,731,742,716,715,702,708,713,710,726,706,109
611444,712,742,706,707,702,722,716,717,715,711,704,725,709,705,726,731,713,710,708,142
611445,707,722,725,712,704,702,711,726,717,715,742,731,713,705,709,716,706,710,708,73
611446,711,725,706,717,705,716,712,704,709,722,702,715,707,742,731,713,710,726,708,128
611447,711,707,717,722,704,705,706,708,709,710,712,713,715,716,702,725,726,731,742,167.5
611448,711,725,707,722,717,704,712,709,713,716,705,742,702,731,708,715,726,706,710,86
611449,707,725,711,709,704,702,722,716,717,705,712,708,710,713,715,706,731,742,726,130.5
611450,711,722,725,707,712,704,709,702,713,716,717,742,731,715,705,708,710,706,726,99.5
611451,712,707,704,702,705,717,731,725,722,711,742,716,709,713,726,715,710,708,706,103.5
611452,725,711,712,705,704,702,706,707,709,715,731,722,716,717,742,708,710,726,713,109
611453,717,715,704,742,705,725,707,722,712,711,702,709,731,716,710,708,726,713,706,115
611454,711,707,704,742,705,731,725,717,712,722,702,710,708,726,709,716,713,706,715,137
611455,712,702,717,705,704,709,707,731,713,722,715,725,711,726,742,716,708,710,706,110
611456,712,704,715,742,731,725,707,722,709,717,711,705,716,706,702,710,708,713,726,130
611457,711,706,704,705,725,716,742,702,707,722,712,709,731,717,713,708,710,726,715,166
611458,704,709,713,722,702,716,731,705,715,708,706,707,712,711,717,725,742,726,710,79.5
611459,742,731,704,711,725,715,709,712,707,722,708,717,713,706,710,716,702,705,726,60.5
611460,704,717,709,716,713,715,712,702,706,742,726,707,705,710,731,708,725,711,722,111.5
611461,709,717,715,702,726,716,705,710,708,731,742,704,712,711,725,722,707,713,706,92
611462,711,707,709,704,717,726,715,702,710,713,716,712,722,731,742,705,725,708,706,97.5
611463,725,742,722,712,731,711,707,704,709,717,702,708,710,726,706,713,716,705,715,97
611464,706,716,711,704,715,709,717,725,713,722,707,705,712,742,731,708,710,702,726,146.5
611465,707,722,712,717,711,725,742,731,726,702,716,715,709,710,704,708,713,705,706,117
611466,725,702,707,742,722,704,705,715,711,712,706,716,717,713,731,709,726,710,708,67
611467,706,725,712,711,707,708,710,702,726,731,742,709,704,716,715,705,717,722,713,147
611468,709,704,715,702,726,716,708,742,731,705,717,713,707,710,711,712,722,725,706,88
611469,712,711,704,707,705,725,742,731,702,722,708,709,717,710,716,713,726,715,706,131
611470,711,707,722,742,717,715,725,702,716,704,705,712,731,726,708,713,709,710,706,106.5
611471,706,742,712,711,707,725,722,704,717,709,710,708,731,702,705,716,715,726,713,82
611472,742,709,710,731,704,725,717,712,711,713,707,722,726,716,702,715,708,705,706,118
611473,711,725,731,707,713,712,705,704,742,717,702,716,709,710,706,715,708,722,726,123.5
611474,711,709,712,707,725,717,706,704,722,702,710,742,716,705,726,713,708,731,715,131
611475,716,709,702,704,705,707,711,742,722,713,712,715,725,726,717,731,708,710,706,90.5
611476,725,707,711,712,722,702,704,715,742,705,710,731,716,713,706,709,708,717,726,94
611477,722,717,702,709,704,707,712,713,716,715,725,710,711,705,731,708,726,706,742,120
611478,712,715,707,711,709,717,705,731,702,713,722,704,716,710,708,725,726,742,706,109
611479,742,731,712,707,722,717,705,704,713,708,716,725,702,726,715,706,710,709,711,110
611480,707,722,702,708,715,726,713,710,717,709,705,706,704,712,716,725,731,742,711,97.5
611481,712,707,702,722,717,725,704,711,715,742,713,731,708,710,716,709,726,706,705,81
611482,725,722,704,709,711,707,717,742,713,731,702,708,726,716,712,715,710,705,706,102.5
611483,711,722,707,725,716,726,702,713,704,705,712,709,710,708,717,715,731,742,706,106
611484,711,717,704,707,716,712,709,702,715,725,722,705,731,708,713,710,742,726,706,146.5
611485,725,707,711,722,712,717,702,742,713,709,704,726,705,716,715,708,731,706,710,96
611486,725,707,705,716,722,717,712,704,709,702,711,715,731,713,706,742,726,708,710,131.5
611487,725,717,742,704,709,722,706,731,702,710,712,711,707,716,715,726,713,708,705,78.5
611488,711,722,717,712,713,731,704,705,716,702,707,725,742,709,710,708,715,726,706,102
611489,715,708,726,713,710,702,731,705,709,717,704,742,706,716,722,707,712,711,725,76
611490,725,712,711,722,742,709,715,707,716,717,704,702,705,713,726,708,710,731,706,127.5
611491,711,707,717,712,722,704,705,716,725,709,713,715,702,708,710,726,742,731,706,112
611492,717,731,704,742,702,715,712,725,722,709,707,726,716,710,708,713,711,706,705,100
611493,712,702,704,731,713,708,715,717,705,722,725,742,706,709,716,707,726,711,710,69
611494,704,715,707,742,705,731,726,708,709,722,725,710,712,711,717,713,716,702,706,100
611495,702,707,731,712,742,713,711,722,725,710,708,705,716,717,704,726,715,709,706,82
611496,707,725,722,711,704,717,712,742,706,709,702,726,716,705,715,731,708,713,710,101
611497,707,722,702,716,712,704,717,711,713,705,742,731,708,710,709,715,726,725,706,117
611498,711,707,712,725,722,717,716,709,713,705,706,704,742,731,702,715,708,726,710,105.5
611499,705,702,704,706,707,708,709,710,711,712,713,715,716,717,722,725,726,731,742,137.5
611500,717,709,704,702,726,742,707,731,715,713,712,716,711,722,705,725,708,710,706,96
611501,725,702,742,704,709,717,722,705,716,715,706,726,710,731,707,712,711,708,713,70.5
611502,712,707,722,725,711,704,715,717,702,705,709,726,731,716,708,742,710,713,706,122
611503,731,709,742,711,704,713,717,726,715,706,708,710,705,712,722,725,707,716,702,139.5
611504,725,717,722,712,713,715,704,716,711,709,705,742,731,702,707,726,708,710,706,119.5
611505,711,712,722,725,707,717,709,704,716,742,706,702,713,705,710,708,731,715,726,123.5
611506,717,722,702,707,704,731,725,742,709,711,712,715,716,726,705,708,710,706,713,107
611507,731,704,742,717,712,711,726,713,722,702,707,709,710,725,705,715,716,708,706,99
611508,705,702,716,731,726,725,704,711,707,722,717,708,710,712,713,709,715,742,706,102.5
611509,717,711,712,709,716,704,742,702,713,706,715,731,705,726,708,710,707,725,722,88
611510,725,707,711,712,722,717,704,709,702,742,731,713,705,716,706,715,726,708,710,98
611511,722,707,712,709,710,704,713,715,726,731,742,711,702,725,708,706,716,705,717,131.5
611512,711,704,706,702,707,722,717,731,710,725,715,709,726,712,705,708,713,716,742,150
611513,712,704,717,713,702,731,715,726,708,707,716,709,722,725,711,705,742,710,706,92.5
611514,707,722,702,725,709,713,705,717,704,716,711,708,710,742,731,715,712,726,706,77.5
611515,725,712,717,702,704,722,742,709,706,711,713,707,731,705,715,716,726,710,708,100
611516,717,709,704,702,731,722,715,712,707,713,725,716,705,742,711,708,726,706,710,83
611517,715,704,742,731,709,702,706,710,713,716,705,708,726,722,707,717,711,712,725,40.5
611518,705,711,704,726,717,716,715,708,712,742,702,713,722,710,725,709,731,707,706,79
611519,717,702,715,708,704,710,713,722,707,709,711,712,725,726,705,731,742,716,706,85
611520,711,704,709,722,717,707,702,705,725,715,742,716,706,712,731,713,710,708,726,97.5
611521,712,707,717,702,722,725,705,711,716,713,704,709,742,726,731,715,710,708,706,115.5
611522,705,716,709,711,707,722,702,717,712,726,704,742,725,715,731,713,708,710,706,105
611523,717,715,704,711,706,707,712,702,713,709,725,722,710,742,731,708,716,726,705,170.5
611524,712,725,731,711,707,705,742,716,709,717,702,722,704,713,715,726,708,710,706,137
611525,717,722,702,704,705,713,716,709,707,712,711,725,731,706,708,710,715,742,726,95
611526,704,709,702,717,715,726,722,712,713,716,725,707,708,731,742,705,711,710,706,67
611527,725,707,742,709,717,726,715,713,702,704,731,708,712,716,710,722,711,705,706,92
611528,711,707,717,722,702,706,731,715,742,705,712,725,710,716,704,726,713,708,709,87.5
611529,717,704,709,713,726,731,702,705,708,722,742,716,707,711,712,725,710,715,706,103.5
611530,711,712,709,707,742,706,704,702,725,722,731,716,713,705,708,710,717,715,726,106
611531,722,707,704,713,712,717,725,702,715,731,716,711,710,708,726,742,705,709,706,80
611532,704,709,715,717,713,708,722,712,707,711,742,731,702,725,706,710,726,716,705,107
611533,707,709,705,702,704,717,712,708,711,713,716,722,725,715,742,731,710,706,726,74
611534,711,709,704,717,742,702,715,716,731,707,710,712,713,722,726,725,708,705,706,110.5
611535,711,707,725,722,706,712,704,717,705,709,702,715,713,716,710,742,731,708,726,152
611536,709,704,712,716,717,722,707,711,713,742,705,702,726,731,708,706,725,715,710,99.5
611537,742,731,704,711,702,709,716,722,725,705,707,712,713,717,726,715,710,708,706,95
611538,717,715,726,704,702,731,707,711,712,742,722,725,709,708,705,716,713,710,706,111
611539,704,717,715,705,712,702,726,716,711,713,708,710,709,725,707,722,731,706,742,84.5
611540,722,707,711,725,712,709,705,726,717,716,715,702,704,706,708,731,742,710,713,108
611541,705,716,712,709,702,711,722,707,725,717,704,713,742,715,731,708,710,726,706,91.5
611542,702,713,731,715,709,717,704,716,706,742,712,705,707,708,722,725,726,710,711,93
611543,717,709,704,702,742,722,725,707,711,713,731,712,715,705,726,708,716,710,706,84
611544,707,717,722,702,706,710,709,711,712,704,742,731,705,713,716,715,708,726,725,163
611545,725,742,712,704,711,702,706,731,707,722,717,708,710,713,715,709,705,716,726,111
611546,731,708,726,715,713,716,710,705,702,742,709,704,722,717,712,711,707,725,706,47
611547,706,704,709,722,702,742,717,731,716,712,711,707,725,715,726,705,713,710,708,111
611548,712,704,717,707,709,702,715,713,725,711,705,722,708,716,742,726,731,710,706,115.5
611549,704,710,712,706,717,705,715,726,731,708,742,725,722,713,702,707,709,711,716,161
611550,717,722,704,706,705,713,709,725,716,742,710,707,715,711,702,731,712,726,708,134
611551,725,717,706,705,711,707,709,710,712,713,722,715,742,702,716,704,708,731,726,152.5
611552,717,722,702,704,705,713,716,709,707,712,711,725,731,706,708,710,715,742,726,91.5
611553,711,712,707,716,717,704,709,702,722,731,742,705,725,706,715,713,726,708,710,133.5
611554,712,731,742,708,707,704,722,706,715,726,717,716,713,709,705,710,702,725,711,163.5
611555,712,722,725,707,711,742,731,716,726,713,702,704,717,710,715,709,708,705,706,122.5
611556,706,711,742,704,731,709,705,708,725,722,710,713,702,717,715,726,716,707,712,186
611557,707,711,722,704,705,712,717,742,731,702,709,708,710,713,725,715,726,716,706,129
611558,705,704,712,716,708,711,742,707,726,722,725,702,717,713,709,731,715,710,706,74
611559,711,705,716,707,722,702,717,725,704,726,715,709,742,731,710,708,713,712,706,84.5
611560,704,702,713,710,717,708,712,722,707,725,709,711,726,705,715,742,716,731,706,56
611561,712,709,717,704,705,702,707,725,711,742,722,715,731,708,710,716,726,713,706,106.5
611562,707,712,711,722,726,704,702,716,713,717,708,705,709,725,715,742,731,710,706,150
611563,712,717,722,731,742,704,705,706,711,713,716,707,702,726,709,715,710,708,725,93.5
611564,707,731,715,742,706,722,713,712,711,709,717,708,705,710,725,716,726,704,702,97.5
611565,707,712,711,725,742,704,722,708,717,731,716,715,709,710,726,702,713,705,706,92.5
611566,742,712,705,731,707,704,711,717,709,702,716,722,713,726,708,725,715,706,710,110
611567,711,717,709,704,716,713,706,708,726,710,707,722,725,702,742,715,731,705,712,165.5
611568,705,711,717,704,725,702,710,742,731,713,708,709,716,712,707,726,706,722,715,155
611569,,,,,,,,,,,,,,,,,,,,29
611570,705,704,702,708,707,710,709,711,713,712,715,716,717,722,725,726,731,742,706,105
611571,707,722,725,712,711,704,705,716,709,702,717,742,731,715,706,708,710,726,713,76
611572,711,707,712,704,713,722,715,702,716,717,731,742,709,725,705,708,726,710,706,92
611573,716,715,711,705,707,742,731,709,704,726,712,702,725,717,722,710,706,713,708,114.5
611574,707,722,725,711,716,731,742,702,706,712,726,717,715,713,705,704,710,709,708,62.5
611575,706,707,722,725,711,709,712,742,705,717,702,704,713,716,715,708,731,726,710,192.5
611576,725,722,707,717,705,712,704,726,702,709,706,742,731,713,716,708,715,710,711,148
611577,707,725,722,711,742,731,709,705,702,704,726,717,716,712,708,710,713,715,706,117.5
611578,712,725,717,726,711,716,742,709,707,704,705,706,708,710,713,715,722,702,731,162.5
611579,715,712,717,704,702,731,716,726,709,705,707,722,725,708,713,710,711,742,706,86.5
611580,717,715,712,722,707,704,702,725,709,710,705,706,708,731,742,711,713,716,726,87.5
